NAME,DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN
NY CITY CENTRAL PARK,2015-01-09,8.72,0.07,1.5,0,33,19
NY CITY CENTRAL PARK,2015-01-10,8.05,0,0,1.2,23,16
NY CITY CENTRAL PARK,2015-01-11,6.04,0,0,1.2,37,18
NY CITY CENTRAL PARK,2015-01-12,3.8,0.36,0,0,39,35
NY CITY CENTRAL PARK,2015-01-13,8.5,0,0,0,36,17
NY CITY CENTRAL PARK,2015-01-14,6.26,0,0,0,32,16
NY CITY CENTRAL PARK,2015-01-15,4.7,0,0,0,35,25
NY CITY CENTRAL PARK,2015-01-16,9.84,0,0,0,43,20
NY CITY CENTRAL PARK,2015-01-17,6.04,0,0,0,32,17
NY CITY CENTRAL PARK,2015-01-18,3.8,2.1,0,0,42,31
NY CITY CENTRAL PARK,2015-01-19,7.61,0,0,0,42,36
NY CITY CENTRAL PARK,2015-01-20,5.82,0,0,0,40,32
NY CITY CENTRAL PARK,2015-01-21,4.25,0,0,0,36,25
NY CITY CENTRAL PARK,2015-01-22,5.59,0,0,0,40,31
NY CITY CENTRAL PARK,2015-01-23,5.59,0,0,0,39,28
NY CITY CENTRAL PARK,2015-01-24,6.04,0.72,3.6,3.1,39,33
NY CITY CENTRAL PARK,2015-01-25,6.26,0,0,2,42,31
NY CITY CENTRAL PARK,2015-01-26,12.75,0.48,5.5,2,31,22
NY CITY CENTRAL PARK,2015-01-27,8.28,0.36,4.3,7.9,30,20
NY CITY CENTRAL PARK,2015-01-28,7.61,0,0,7.9,34,16
NY CITY CENTRAL PARK,2015-01-29,3.8,0.02,0,5.9,36,19
NY CITY CENTRAL PARK,2015-01-30,10.51,0.06,1,7.1,38,19
NY CITY CENTRAL PARK,2015-01-31,12.3,0,0,7.1,26,13
NY CITY CENTRAL PARK,2015-02-01,3.8,0.03,0.3,5.9,36,20
NY CITY CENTRAL PARK,2015-02-02,9.84,1.02,5,7.1,34,14
NY CITY CENTRAL PARK,2015-02-03,7.16,0,0,7.9,26,13
NY CITY CENTRAL PARK,2015-02-04,4.25,0,0,7.9,43,24
NY CITY CENTRAL PARK,2015-02-05,8.5,0,0,7.9,42,14
NY CITY CENTRAL PARK,2015-02-06,7.16,0,0,7.9,27,12
NY CITY CENTRAL PARK,2015-02-07,3.8,0.02,0,7.9,40,25
NY CITY CENTRAL PARK,2015-02-08,8.5,0,0,7.9,37,29
NY CITY CENTRAL PARK,2015-02-09,10.96,0.09,0,7.9,29,25
NY CITY CENTRAL PARK,2015-02-10,10.51,0.01,0.1,7.9,40,26
NY CITY CENTRAL PARK,2015-02-11,6.49,0,0,7.9,34,22
NY CITY CENTRAL PARK,2015-02-12,7.38,0,0,7.9,40,16
NY CITY CENTRAL PARK,2015-02-13,9.17,0,0,7.9,21,8
NY CITY CENTRAL PARK,2015-02-14,5.37,0.02,0.9,7.9,32,16
NY CITY CENTRAL PARK,2015-02-15,14.54,0,0,9.1,25,4
NY CITY CENTRAL PARK,2015-02-16,6.93,0,0,9.1,21,3
NY CITY CENTRAL PARK,2015-02-17,4.7,0.14,3.3,11.8,27,14
NY CITY CENTRAL PARK,2015-02-18,4.25,0,0,9.1,33,19
NY CITY CENTRAL PARK,2015-02-19,11.41,0,0,9.1,27,8
NY CITY CENTRAL PARK,2015-02-20,10.29,0,0,9.1,19,2
NY CITY CENTRAL PARK,2015-02-21,4.47,0.61,3,9.1,32,13
NY CITY CENTRAL PARK,2015-02-22,2.91,0.1,1,13,43,32
NY CITY CENTRAL PARK,2015-02-23,11.18,0,0,11.8,38,8
NY CITY CENTRAL PARK,2015-02-24,5.82,0,0,11.8,24,4
NY CITY CENTRAL PARK,2015-02-25,6.49,0,0,11.8,37,20
NY CITY CENTRAL PARK,2015-02-26,7.16,0,0,11,32,21
NY CITY CENTRAL PARK,2015-02-27,6.04,0,0,11,30,18
NY CITY CENTRAL PARK,2015-02-28,3.58,0,0,11,29,13
NY CITY CENTRAL PARK,2015-03-01,2.24,0.52,4.8,9.8,31,24
NY CITY CENTRAL PARK,2015-03-02,8.05,0,0,15,39,27
NY CITY CENTRAL PARK,2015-03-03,4.92,0.67,1.8,14.2,37,22
NY CITY CENTRAL PARK,2015-03-04,6.04,0.25,0,13,45,35
NY CITY CENTRAL PARK,2015-03-05,5.82,0.76,7.5,13,40,19
NY CITY CENTRAL PARK,2015-03-06,6.26,0,0,18.9,27,12
NY CITY CENTRAL PARK,2015-03-07,5.14,0,0,18.1,38,18
NY CITY CENTRAL PARK,2015-03-08,5.14,0,0,16.1,49,37
NY CITY CENTRAL PARK,2015-03-09,4.7,0.01,0,13,54,40
NY CITY CENTRAL PARK,2015-03-10,3.58,0.46,0,11,53,39
NY CITY CENTRAL PARK,2015-03-11,6.93,0.01,0,5.9,59,44
NY CITY CENTRAL PARK,2015-03-12,8.28,0,0,3.9,47,36
NY CITY CENTRAL PARK,2015-03-13,6.49,0,0,2,43,31
NY CITY CENTRAL PARK,2015-03-14,5.59,0.81,0,1.2,51,40
NY CITY CENTRAL PARK,2015-03-15,11.41,0,0,0,44,36
NY CITY CENTRAL PARK,2015-03-16,3.8,0,0,0,52,35
NY CITY CENTRAL PARK,2015-03-17,9.62,0.02,0,0,57,34
NY CITY CENTRAL PARK,2015-03-18,9.62,0,0,0,39,29
NY CITY CENTRAL PARK,2015-03-19,5.82,0,0,0,43,29
NY CITY CENTRAL PARK,2015-03-20,7.83,0.4,4.5,0,38,29
NY CITY CENTRAL PARK,2015-03-21,5.37,0,0,5.1,47,29
NY CITY CENTRAL PARK,2015-03-22,7.61,0,0,0,43,28
NY CITY CENTRAL PARK,2015-03-23,6.71,0,0,0,38,23
NY CITY CENTRAL PARK,2015-03-24,4.03,0,0,0,45,26
NY CITY CENTRAL PARK,2015-03-25,4.47,0.05,0,0,49,34
NY CITY CENTRAL PARK,2015-03-26,2.91,0.32,0,0,62,42
NY CITY CENTRAL PARK,2015-03-27,4.25,0.27,0,0,46,39
NY CITY CENTRAL PARK,2015-03-28,7.61,0,0,0,40,26
NY CITY CENTRAL PARK,2015-03-29,6.26,0,0,0,46,25
NY CITY CENTRAL PARK,2015-03-30,7.83,0,0,0,54,36
NY CITY CENTRAL PARK,2015-03-31,5.37,0.17,0,0,47,35
NY CITY CENTRAL PARK,2015-04-01,5.14,0,0,0,51,32
NY CITY CENTRAL PARK,2015-04-02,6.26,0,0,0,67,41
NY CITY CENTRAL PARK,2015-04-03,6.71,0.04,0,0,64,59
NY CITY CENTRAL PARK,2015-04-04,10.07,0.01,0,0,60,42
NY CITY CENTRAL PARK,2015-04-05,4.92,0,0,0,61,42
NY CITY CENTRAL PARK,2015-04-06,4.25,0,0,0,63,42
NY CITY CENTRAL PARK,2015-04-07,6.93,0.15,0,0,62,42
NY CITY CENTRAL PARK,2015-04-08,11.41,0,0,0,45,37
NY CITY CENTRAL PARK,2015-04-09,8.95,0,0,0,43,37
NY CITY CENTRAL PARK,2015-04-10,4.7,0.17,0,0,56,39
NY CITY CENTRAL PARK,2015-04-11,8.72,0,0,0,57,44
NY CITY CENTRAL PARK,2015-04-12,3.36,0,0,0,66,43
NY CITY CENTRAL PARK,2015-04-13,4.7,0,0,0,68,50
NY CITY CENTRAL PARK,2015-04-14,3.8,0.01,0,0,65,55
NY CITY CENTRAL PARK,2015-04-15,6.26,0,0,0,72,51
NY CITY CENTRAL PARK,2015-04-16,6.49,0,0,0,64,52
NY CITY CENTRAL PARK,2015-04-17,5.14,0.08,0,0,71,55
NY CITY CENTRAL PARK,2015-04-18,4.25,0,0,0,80,59
NY CITY CENTRAL PARK,2015-04-19,8.5,0,0,0,64,48
NY CITY CENTRAL PARK,2015-04-20,7.38,1.37,0,0,57,46
NY CITY CENTRAL PARK,2015-04-21,6.04,0.2,0,0,65,52
NY CITY CENTRAL PARK,2015-04-22,6.49,0.05,0,0,69,48
NY CITY CENTRAL PARK,2015-04-23,9.17,0,0,0,52,41
NY CITY CENTRAL PARK,2015-04-24,8.5,0,0,0,52,39
NY CITY CENTRAL PARK,2015-04-25,5.59,0,0,0,62,38
NY CITY CENTRAL PARK,2015-04-26,5.14,0,0,0,64,46
NY CITY CENTRAL PARK,2015-04-27,5.82,0,0,0,62,49
NY CITY CENTRAL PARK,2015-04-28,7.83,0,0,0,71,50
NY CITY CENTRAL PARK,2015-04-29,5.59,0,0,0,78,50
NY CITY CENTRAL PARK,2015-04-30,8.05,0,0,0,67,48
NY CITY CENTRAL PARK,2015-05-01,5.14,0,0,0,63,49
NY CITY CENTRAL PARK,2015-05-02,2.91,0,0,0,74,48
NY CITY CENTRAL PARK,2015-05-03,2.46,0,0,0,80,51
NY CITY CENTRAL PARK,2015-05-04,5.37,0,0,0,85,57
NY CITY CENTRAL PARK,2015-05-05,4.03,0,0,0,85,66
NY CITY CENTRAL PARK,2015-05-06,4.92,0,0,0,73,59
NY CITY CENTRAL PARK,2015-05-07,2.24,0,0,0,80,56
NY CITY CENTRAL PARK,2015-05-08,2.91,0,0,0,82,56
NY CITY CENTRAL PARK,2015-05-09,4.25,0,0,0,70,57
NY CITY CENTRAL PARK,2015-05-10,3.58,0,0,0,83,61
NY CITY CENTRAL PARK,2015-05-11,3.8,0,0,0,84,70
NY CITY CENTRAL PARK,2015-05-12,5.37,0,0,0,86,64
NY CITY CENTRAL PARK,2015-05-13,7.38,0,0,0,70,53
NY CITY CENTRAL PARK,2015-05-14,3.8,0,0,0,73,50
NY CITY CENTRAL PARK,2015-05-15,3.36,0,0,0,75,55
NY CITY CENTRAL PARK,2015-05-16,2.01,0.3,0,0,75,57
NY CITY CENTRAL PARK,2015-05-17,2.01,0.02,0,0,83,64
NY CITY CENTRAL PARK,2015-05-18,4.7,0,0,0,75,60
NY CITY CENTRAL PARK,2015-05-19,2.46,0,0,0,80,59
NY CITY CENTRAL PARK,2015-05-20,6.93,0,0,0,67,54
NY CITY CENTRAL PARK,2015-05-21,2.68,0,0,0,62,52
NY CITY CENTRAL PARK,2015-05-22,6.04,0,0,0,74,55
NY CITY CENTRAL PARK,2015-05-23,4.47,0,0,0,70,49
NY CITY CENTRAL PARK,2015-05-24,3.8,0,0,0,81,56
NY CITY CENTRAL PARK,2015-05-25,4.92,0,0,0,85,64
NY CITY CENTRAL PARK,2015-05-26,5.14,0,0,0,88,67
NY CITY CENTRAL PARK,2015-05-27,5.14,0.08,0,0,85,70
NY CITY CENTRAL PARK,2015-05-28,4.03,0,0,0,85,70
NY CITY CENTRAL PARK,2015-05-29,4.03,0,0,0,85,65
NY CITY CENTRAL PARK,2015-05-30,5.59,0,0,0,85,67
NY CITY CENTRAL PARK,2015-05-31,5.59,1.46,0,0,87,57
NY CITY CENTRAL PARK,2015-06-01,10.29,0.72,0,0,58,51
NY CITY CENTRAL PARK,2015-06-02,6.26,0.37,0,0,55,50
NY CITY CENTRAL PARK,2015-06-03,4.7,0,0,0,70,52
NY CITY CENTRAL PARK,2015-06-04,5.14,0,0,0,65,54
NY CITY CENTRAL PARK,2015-06-05,2.91,0.13,0,0,70,55
NY CITY CENTRAL PARK,2015-06-06,4.7,0.19,0,0,76,60
NY CITY CENTRAL PARK,2015-06-07,3.8,0,0,0,74,55
NY CITY CENTRAL PARK,2015-06-08,6.04,0.06,0,0,79,63
NY CITY CENTRAL PARK,2015-06-09,4.92,0.01,0,0,83,68
NY CITY CENTRAL PARK,2015-06-10,3.13,0,0,0,82,65
NY CITY CENTRAL PARK,2015-06-11,4.47,0,0,0,89,72
NY CITY CENTRAL PARK,2015-06-12,4.47,0,0,0,88,73
NY CITY CENTRAL PARK,2015-06-13,5.37,0,0,0,86,72
NY CITY CENTRAL PARK,2015-06-14,2.68,0.36,0,0,88,66
NY CITY CENTRAL PARK,2015-06-15,4.7,0.57,0,0,83,64
NY CITY CENTRAL PARK,2015-06-16,2.24,0.27,0,0,79,65
NY CITY CENTRAL PARK,2015-06-17,3.8,0,0,0,82,66
NY CITY CENTRAL PARK,2015-06-18,3.58,0,0,0,71,64
NY CITY CENTRAL PARK,2015-06-19,3.8,0,0,0,87,68
NY CITY CENTRAL PARK,2015-06-20,5.37,0,0,0,75,64
NY CITY CENTRAL PARK,2015-06-21,4.47,0.64,0,0,88,71
NY CITY CENTRAL PARK,2015-06-22,4.92,0,0,0,87,70
NY CITY CENTRAL PARK,2015-06-23,5.82,0.02,0,0,90,75
NY CITY CENTRAL PARK,2015-06-24,4.7,0,0,0,84,68
NY CITY CENTRAL PARK,2015-06-25,3.13,0,0,0,83,65
NY CITY CENTRAL PARK,2015-06-26,4.47,0,0,0,81,69
NY CITY CENTRAL PARK,2015-06-27,7.38,1.12,0,0,71,58
NY CITY CENTRAL PARK,2015-06-28,5.37,0.29,0,0,73,62
NY CITY CENTRAL PARK,2015-06-29,4.92,0,0,0,76,63
NY CITY CENTRAL PARK,2015-06-30,4.92,0.04,0,0,82,68
NY CITY CENTRAL PARK,2015-07-01,4.25,0.39,0,0,82,69
NY CITY CENTRAL PARK,2015-07-02,1.12,0,0,0,80,69
NY CITY CENTRAL PARK,2015-07-03,2.91,0,0,0,82,66
NY CITY CENTRAL PARK,2015-07-04,3.36,0,0,0,75,69
NY CITY CENTRAL PARK,2015-07-05,1.57,0,0,0,83,68
NY CITY CENTRAL PARK,2015-07-06,2.91,0,0,0,83,72
NY CITY CENTRAL PARK,2015-07-07,4.92,0.12,0,0,88,75
NY CITY CENTRAL PARK,2015-07-08,3.13,0,0,0,88,77
NY CITY CENTRAL PARK,2015-07-09,4.7,0.3,0,0,79,68
NY CITY CENTRAL PARK,2015-07-10,4.7,0,0,0,84,72
NY CITY CENTRAL PARK,2015-07-11,2.46,0,0,0,88,69
NY CITY CENTRAL PARK,2015-07-12,2.01,0,0,0,89,72
NY CITY CENTRAL PARK,2015-07-13,2.68,0,0,0,88,73
NY CITY CENTRAL PARK,2015-07-14,2.68,0.42,0,0,82,73
NY CITY CENTRAL PARK,2015-07-15,4.47,0.12,0,0,81,72
NY CITY CENTRAL PARK,2015-07-16,5.59,0,0,0,80,64
NY CITY CENTRAL PARK,2015-07-17,3.8,0,0,0,81,67
NY CITY CENTRAL PARK,2015-07-18,4.47,0.32,0,0,85,71
NY CITY CENTRAL PARK,2015-07-19,3.13,0,0,0,93,78
NY CITY CENTRAL PARK,2015-07-20,4.47,0,0,0,94,82
NY CITY CENTRAL PARK,2015-07-21,2.46,0,0,0,89,74
NY CITY CENTRAL PARK,2015-07-22,5.82,0,0,0,85,69
NY CITY CENTRAL PARK,2015-07-23,3.8,0,0,0,86,68
NY CITY CENTRAL PARK,2015-07-24,2.01,0,0,0,87,70
NY CITY CENTRAL PARK,2015-07-25,3.13,0,0,0,88,69
NY CITY CENTRAL PARK,2015-07-26,4.47,0,0,0,90,74
NY CITY CENTRAL PARK,2015-07-27,2.91,0.36,0,0,86,71
NY CITY CENTRAL PARK,2015-07-28,2.68,0,0,0,95,75
NY CITY CENTRAL PARK,2015-07-29,3.8,0,0,0,96,78
NY CITY CENTRAL PARK,2015-07-30,4.25,1.95,0,0,87,76
NY CITY CENTRAL PARK,2015-07-31,3.36,0,0,0,89,72
NY CITY CENTRAL PARK,2015-08-01,4.47,0,0,0,89,75
NY CITY CENTRAL PARK,2015-08-02,2.01,0,0,0,89,71
NY CITY CENTRAL PARK,2015-08-03,4.92,0,0,0,90,75
NY CITY CENTRAL PARK,2015-08-04,5.37,0.43,0,0,89,69
NY CITY CENTRAL PARK,2015-08-05,2.91,0,0,0,87,72
NY CITY CENTRAL PARK,2015-08-06,2.46,0,0,0,83,67
NY CITY CENTRAL PARK,2015-08-07,5.37,0,0,0,84,69
NY CITY CENTRAL PARK,2015-08-08,3.8,0,0,0,82,68
NY CITY CENTRAL PARK,2015-08-09,3.8,0,0,0,85,68
NY CITY CENTRAL PARK,2015-08-10,4.47,0,0,0,84,70
NY CITY CENTRAL PARK,2015-08-11,4.25,1.17,0,0,81,71
NY CITY CENTRAL PARK,2015-08-12,4.7,0,0,0,85,71
NY CITY CENTRAL PARK,2015-08-13,3.13,0,0,0,83,67
NY CITY CENTRAL PARK,2015-08-14,2.91,0,0,0,88,67
NY CITY CENTRAL PARK,2015-08-15,3.36,0,0,0,92,73
NY CITY CENTRAL PARK,2015-08-16,1.57,0,0,0,93,76
NY CITY CENTRAL PARK,2015-08-17,3.36,0,0,0,95,78
NY CITY CENTRAL PARK,2015-08-18,4.03,0.29,0,0,90,73
NY CITY CENTRAL PARK,2015-08-19,4.03,0,0,0,87,77
NY CITY CENTRAL PARK,2015-08-20,5.59,0.01,0,0,86,77
NY CITY CENTRAL PARK,2015-08-21,4.25,0.32,0,0,87,71
NY CITY CENTRAL PARK,2015-08-22,4.47,0,0,0,86,69
NY CITY CENTRAL PARK,2015-08-23,4.03,0,0,0,85,70
NY CITY CENTRAL PARK,2015-08-24,2.46,0,0,0,87,73
NY CITY CENTRAL PARK,2015-08-25,3.8,0,0,0,90,73
NY CITY CENTRAL PARK,2015-08-26,3.8,0,0,0,85,67
NY CITY CENTRAL PARK,2015-08-27,3.13,0,0,0,82,67
NY CITY CENTRAL PARK,2015-08-28,2.46,0,0,0,82,63
NY CITY CENTRAL PARK,2015-08-29,2.01,0,0,0,87,67
NY CITY CENTRAL PARK,2015-08-30,4.03,0.13,0,0,90,72
NY CITY CENTRAL PARK,2015-08-31,4.47,0,0,0,91,76
NY CITY CENTRAL PARK,2015-09-01,2.24,0,0,0,90,76
NY CITY CENTRAL PARK,2015-09-02,1.79,0,0,0,91,74
NY CITY CENTRAL PARK,2015-09-03,2.01,0,0,0,93,74
NY CITY CENTRAL PARK,2015-09-04,6.93,0,0,0,85,72
NY CITY CENTRAL PARK,2015-09-05,4.03,0,0,0,83,67
NY CITY CENTRAL PARK,2015-09-06,1.34,0,0,0,87,65
NY CITY CENTRAL PARK,2015-09-07,4.25,0,0,0,92,70
NY CITY CENTRAL PARK,2015-09-08,4.92,0,0,0,97,76
NY CITY CENTRAL PARK,2015-09-09,3.8,0,0,0,90,76
NY CITY CENTRAL PARK,2015-09-10,6.26,1.58,0,0,79,70
NY CITY CENTRAL PARK,2015-09-11,5.14,0,0,0,81,66
NY CITY CENTRAL PARK,2015-09-12,4.25,0.29,0,0,79,69
NY CITY CENTRAL PARK,2015-09-13,6.26,0.04,0,0,80,62
NY CITY CENTRAL PARK,2015-09-14,6.49,0,0,0,77,59
NY CITY CENTRAL PARK,2015-09-15,2.24,0,0,0,84,62
NY CITY CENTRAL PARK,2015-09-16,1.34,0,0,0,88,66
NY CITY CENTRAL PARK,2015-09-17,2.24,0,0,0,89,68
NY CITY CENTRAL PARK,2015-09-18,2.01,0,0,0,87,68
NY CITY CENTRAL PARK,2015-09-19,2.68,0,0,0,83,68
NY CITY CENTRAL PARK,2015-09-20,7.83,0,0,0,79,64
NY CITY CENTRAL PARK,2015-09-21,7.61,0,0,0,73,59
NY CITY CENTRAL PARK,2015-09-22,6.93,0,0,0,71,62
NY CITY CENTRAL PARK,2015-09-23,2.91,0,0,0,80,59
NY CITY CENTRAL PARK,2015-09-24,4.25,0,0,0,82,60
NY CITY CENTRAL PARK,2015-09-25,6.26,0,0,0,76,63
NY CITY CENTRAL PARK,2015-09-26,6.04,0,0,0,72,61
NY CITY CENTRAL PARK,2015-09-27,4.92,0,0,0,71,56
NY CITY CENTRAL PARK,2015-09-28,3.36,0,0,0,78,65
NY CITY CENTRAL PARK,2015-09-29,2.68,0.11,0,0,83,72
NY CITY CENTRAL PARK,2015-09-30,8.28,1.26,0,0,79,59
NY CITY CENTRAL PARK,2015-10-01,8.72,0.09,0,0,64,56
NY CITY CENTRAL PARK,2015-10-02,12.53,1.08,0,0,57,48
NY CITY CENTRAL PARK,2015-10-03,11.41,0.35,0,0,55,49
NY CITY CENTRAL PARK,2015-10-04,10.74,0,0,0,63,53
NY CITY CENTRAL PARK,2015-10-05,6.26,0,0,0,67,52
NY CITY CENTRAL PARK,2015-10-06,1.57,0,0,0,73,52
NY CITY CENTRAL PARK,2015-10-07,2.91,0,0,0,73,58
NY CITY CENTRAL PARK,2015-10-08,3.36,0,0,0,72,59
NY CITY CENTRAL PARK,2015-10-09,4.03,0.89,0,0,78,61
NY CITY CENTRAL PARK,2015-10-10,2.46,0,0,0,65,50
NY CITY CENTRAL PARK,2015-10-11,3.8,0,0,0,69,53
NY CITY CENTRAL PARK,2015-10-12,3.8,0,0,0,77,56
NY CITY CENTRAL PARK,2015-10-13,3.58,0.01,0,0,72,61
NY CITY CENTRAL PARK,2015-10-14,3.8,0,0,0,69,57
NY CITY CENTRAL PARK,2015-10-15,4.03,0,0,0,64,51
NY CITY CENTRAL PARK,2015-10-16,5.37,0,0,0,64,53
NY CITY CENTRAL PARK,2015-10-17,5.82,0,0,0,56,42
NY CITY CENTRAL PARK,2015-10-18,4.92,0,0,0,50,38
NY CITY CENTRAL PARK,2015-10-19,3.8,0,0,0,53,35
NY CITY CENTRAL PARK,2015-10-20,6.04,0,0,0,70,48
NY CITY CENTRAL PARK,2015-10-21,2.24,0,0,0,76,57
NY CITY CENTRAL PARK,2015-10-22,4.7,0,0,0,75,58
NY CITY CENTRAL PARK,2015-10-23,6.71,0,0,0,65,45
NY CITY CENTRAL PARK,2015-10-24,4.03,0,0,0,57,40
NY CITY CENTRAL PARK,2015-10-25,4.92,0.05,0,0,68,48
NY CITY CENTRAL PARK,2015-10-26,3.8,0,0,0,58,46
NY CITY CENTRAL PARK,2015-10-27,4.47,0,0,0,59,45
NY CITY CENTRAL PARK,2015-10-28,6.71,1.4,0,0,69,53
NY CITY CENTRAL PARK,2015-10-29,6.49,0.04,0,0,73,57
NY CITY CENTRAL PARK,2015-10-30,5.82,0,0,0,61,48
NY CITY CENTRAL PARK,2015-10-31,2.91,0,0,0,56,42
NY CITY CENTRAL PARK,2015-11-01,4.92,0,0,0,65,54
NY CITY CENTRAL PARK,2015-11-02,2.01,0,0,0,63,54
NY CITY CENTRAL PARK,2015-11-03,2.46,0,0,0,72,48
NY CITY CENTRAL PARK,2015-11-04,2.46,0,0,0,70,56
NY CITY CENTRAL PARK,2015-11-05,2.01,0.01,0,0,71,56
NY CITY CENTRAL PARK,2015-11-06,4.7,0,0,0,74,66
NY CITY CENTRAL PARK,2015-11-07,4.47,0,0,0,72,53
NY CITY CENTRAL PARK,2015-11-08,3.58,0,0,0,56,46
NY CITY CENTRAL PARK,2015-11-09,2.01,0,0,0,59,43
NY CITY CENTRAL PARK,2015-11-10,9.84,0.26,0,0,57,51
NY CITY CENTRAL PARK,2015-11-11,4.92,0.43,0,0,58,49
NY CITY CENTRAL PARK,2015-11-12,5.59,0.01,0,0,61,51
NY CITY CENTRAL PARK,2015-11-13,10.74,0,0,0,58,46
NY CITY CENTRAL PARK,2015-11-14,7.83,0,0,0,49,42
NY CITY CENTRAL PARK,2015-11-15,4.7,0,0,0,58,39
NY CITY CENTRAL PARK,2015-11-16,4.03,0,0,0,67,51
NY CITY CENTRAL PARK,2015-11-17,6.26,0,0,0,52,40
NY CITY CENTRAL PARK,2015-11-18,5.14,0,0,0,58,46
NY CITY CENTRAL PARK,2015-11-19,5.59,1.25,0,0,64,57
NY CITY CENTRAL PARK,2015-11-20,5.82,0,0,0,64,46
NY CITY CENTRAL PARK,2015-11-21,6.49,0,0,0,53,42
NY CITY CENTRAL PARK,2015-11-22,6.26,0.03,0,0,55,42
NY CITY CENTRAL PARK,2015-11-23,5.82,0,0,0,44,33
NY CITY CENTRAL PARK,2015-11-24,3.8,0,0,0,46,32
NY CITY CENTRAL PARK,2015-11-25,2.68,0,0,0,50,36
NY CITY CENTRAL PARK,2015-11-26,2.91,0,0,0,60,41
NY CITY CENTRAL PARK,2015-11-27,3.8,0,0,0,64,51
NY CITY CENTRAL PARK,2015-11-28,NA,0.02,0,0,64,45
NY CITY CENTRAL PARK,2015-11-29,NA,0,0,0,49,38
NY CITY CENTRAL PARK,2015-11-30,5.59,0,0,0,47,33
NY CITY CENTRAL PARK,2015-12-01,6.71,0.33,0,0,51,44
NY CITY CENTRAL PARK,2015-12-02,2.91,0.14,0,0,57,46
NY CITY CENTRAL PARK,2015-12-03,8.5,0,0,0,55,44
NY CITY CENTRAL PARK,2015-12-04,4.25,0,0,0,51,42
NY CITY CENTRAL PARK,2015-12-05,2.24,0,0,0,51,40
NY CITY CENTRAL PARK,2015-12-06,3.36,0,0,0,53,39
NY CITY CENTRAL PARK,2015-12-07,3.8,0,0,0,54,42
NY CITY CENTRAL PARK,2015-12-08,4.47,0,0,0,49,41
NY CITY CENTRAL PARK,2015-12-09,4.25,0,0,0,55,40
NY CITY CENTRAL PARK,2015-12-10,4.25,0,0,0,60,51
NY CITY CENTRAL PARK,2015-12-11,4.7,0,0,0,61,50
NY CITY CENTRAL PARK,2015-12-12,2.01,0,0,0,66,55
NY CITY CENTRAL PARK,2015-12-13,3.36,0,0,0,67,55
NY CITY CENTRAL PARK,2015-12-14,4.7,0.33,0,0,67,53
NY CITY CENTRAL PARK,2015-12-15,10.51,0.09,0,0,68,53
NY CITY CENTRAL PARK,2015-12-16,5.37,0.04,0,0,53,46
NY CITY CENTRAL PARK,2015-12-17,4.92,1.21,0,0,59,50
NY CITY CENTRAL PARK,2015-12-18,6.71,0,0,0,57,38
NY CITY CENTRAL PARK,2015-12-19,9.4,0,0,0,40,35
NY CITY CENTRAL PARK,2015-12-20,6.04,0,0,0,43,34
NY CITY CENTRAL PARK,2015-12-21,7.16,0,0,0,56,39
NY CITY CENTRAL PARK,2015-12-22,4.92,0.19,0,0,62,53
NY CITY CENTRAL PARK,2015-12-23,3.58,1.55,0,0,64,52
NY CITY CENTRAL PARK,2015-12-24,4.47,0.01,0,0,72,63
NY CITY CENTRAL PARK,2015-12-25,0.89,0.01,0,0,66,57
NY CITY CENTRAL PARK,2015-12-26,8.05,0,0,0,59,47
NY CITY CENTRAL PARK,2015-12-27,5.82,0.12,0,0,61,46
NY CITY CENTRAL PARK,2015-12-28,8.28,0.03,0,0,46,34
NY CITY CENTRAL PARK,2015-12-29,6.93,0.45,0,0,46,34
NY CITY CENTRAL PARK,2015-12-30,4.03,0.19,0,0,48,38
NY CITY CENTRAL PARK,2015-12-31,5.37,0.03,0,0,48,42
NY CITY CENTRAL PARK,2016-01-01,7.61,0,0,0,42,34
NY CITY CENTRAL PARK,2016-01-02,6.71,0,0,0,40,32
NY CITY CENTRAL PARK,2016-01-03,7.83,0,0,0,45,35
NY CITY CENTRAL PARK,2016-01-04,8.5,0,0,0,36,14
NY CITY CENTRAL PARK,2016-01-05,5.14,0,0,0,29,11
NY CITY CENTRAL PARK,2016-01-06,3.58,0,0,0,41,25
NY CITY CENTRAL PARK,2016-01-07,2.46,0,0,0,46,31
NY CITY CENTRAL PARK,2016-01-08,4.25,0,0,0,46,31
NY CITY CENTRAL PARK,2016-01-09,8.05,0,0,0,47,40
NY CITY CENTRAL PARK,2016-01-10,9.84,1.8,0,0,59,40
NY CITY CENTRAL PARK,2016-01-11,10.51,0,0,0,40,26
NY CITY CENTRAL PARK,2016-01-12,6.04,0,0,0,44,25
NY CITY CENTRAL PARK,2016-01-13,9.84,0,0,0,30,22
NY CITY CENTRAL PARK,2016-01-14,4.92,0,0,0,38,22
NY CITY CENTRAL PARK,2016-01-15,5.14,0,0,0,51,34
NY CITY CENTRAL PARK,2016-01-16,6.71,0.24,0,0,52,42
NY CITY CENTRAL PARK,2016-01-17,5.59,0.05,0.4,0,42,30
NY CITY CENTRAL PARK,2016-01-18,11.86,0,0,0,31,18
NY CITY CENTRAL PARK,2016-01-19,10.96,0,0,0,28,16
NY CITY CENTRAL PARK,2016-01-20,5.59,0,0,0,37,27
NY CITY CENTRAL PARK,2016-01-21,6.04,0,0,0,36,26
