"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TMAX","TMIN"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-04","4.25","0.00","0.0","0.0","51","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-05","2.24","0.00","0.0","0.0","51","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-06","3.36","0.00","0.0","0.0","53","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-07","3.80","0.00","0.0","0.0","54","42"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-08","4.47","0.00","0.0","0.0","49","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-09","4.25","0.00","0.0","0.0","55","40"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-10","4.25","0.00","0.0","0.0","60","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-11","4.70","0.00","0.0","0.0","61","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-12","2.01","0.00","0.0","0.0","66","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-13","3.36","0.00","0.0","0.0","67","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-14","4.70","0.33","0.0","0.0","67","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-15","10.51","0.09","0.0","0.0","68","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-16","5.37","0.04","0.0","0.0","53","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-17","4.92","1.21","0.0","0.0","59","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-18","6.71","0.00","0.0","0.0","57","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-19","9.40","0.00","0.0","0.0","40","35"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-20","6.04","0.00","0.0","0.0","43","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-21","7.16","0.00","0.0","0.0","56","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-22","4.92","0.19","0.0","0.0","62","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-23","3.58","1.55","0.0","0.0","64","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-24","4.47","0.01","0.0","0.0","72","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-25","0.89","0.01","0.0","0.0","66","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-26","8.05","0.00","0.0","0.0","59","47"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-27","5.82","0.12","0.0","0.0","61","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-28","8.28","0.03","0.0","0.0","46","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-29","6.93","0.45","0.0","0.0","46","34"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-30","4.03","0.19","0.0","0.0","48","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-12-31","5.37","0.03","0.0","0.0","48","42"
